"DESCRIPCIONG1","DESCRIPCIONG2","DESCRIPCIONG3","DESCRIPCIONG4","DESCRIPCIONG5","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL20","CODIGOG1","CODIGOG2","CODIGOG3","CODIGOG4","CODIGOG5"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","1000","1000","494.2","505.8","505.8","505.8","494.2","494.2","0","50.58","10 00 000","10","10 00 000 001 000"," 530000"," 530404 0700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","2500","2500","2280","165","165","165","2335","2335","0","6.6","10 00 000","10","10 00 000 001 000"," 530000"," 530404 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","8000","8000","0","3688","3688","3688","4312","4312","0","46.1","10 00 000","10","10 00 000 001 000"," 530000"," 530404 0900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","1300","1300","0","1280","847.5","847.5","20","452.5","0","65.19","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","1475.35","1475.35","30","276","276","276","1199.35","1199.35","0","18.71","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","7720","7720","0","2174","2174","2174","5546","5546","0","28.16","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","5000","5000","5000","0","0","0","5000","5000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","500","500","0","0","0","0","500","500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","2820","2820","0","868","868","868","1952","1952","0","30.78","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","2684.65","2684.65","0","30","30","30","2654.65","2654.65","0","1.12","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","250","250","0","80","80","80","170","170","0","32","10 00 000","10","10 00 000 001 000"," 530000"," 530404 1900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","4913","4913","0","1315","1315","1315","3598","3598","0","26.77","10 00 000","10","10 00 000 001 000"," 530000"," 530404 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","500","500","0","0","0","0","500","500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530404 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","4600","4600","3000","1600","0","0","3000","4600","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530504 0300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","1500","1500","0","0","0","0","1500","1500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530504 1800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","3000","3000","0","2750","2750","2750","250","250","0","91.67","10 00 000","10","10 00 000 001 000"," 530000"," 530504 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 531404 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales Didacticos","0","1249.25","1249.25","1205.26","43.99","43.99","43.99","1205.26","1205.26","0","3.52","10 00 000","10","10 00 000 001 000"," 530000"," 530812 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales Didacticos","0","3000","3000","2856.14","143.86","143.86","143.86","2856.14","2856.14","0","4.8","10 00 000","10","10 00 000 001 000"," 530000"," 530812 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales Didacticos","0","600","600","0","0","0","0","600","600","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530812 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales Didacticos","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530812 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales Didacticos","0","1000","1000","0","0","0","0","1000","1000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530812 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","8108923.35","-7957788.35","151135","2892.99","4132.01","4132.01","4132.01","147002.99","147002.99","0","2.73","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","8000","8000","73","5056.75","5056.75","5056.75","2943.25","2943.25","0","63.21","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","6738.35","6738.35","2376.56","4361.77","4361.77","4361.77","2376.58","2376.58","0","64.73","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","6592","6592","4122.84","2469.16","2469.16","2469.16","4122.84","4122.84","0","37.46","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","14400","14400","7718.91","6681.09","6681.09","6681.09","7718.91","7718.91","0","46.4","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","8070.8","8070.8","322.62","3758.18","3758.18","3758.18","4312.62","4312.62","0","46.57","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","7124.21","7124.21","0","6359.22","6359.22","5405.22","764.99","764.99","954","89.26","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","9000","9000","8640.17","359.83","359.83","359.83","8640.17","8640.17","0","4","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","14500","14500","115.69","13081.08","13081.08","13081.08","1418.92","1418.92","0","90.21","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","45000","45000","2213.14","28583.9","23382.6","23382.6","16416.1","21617.4","0","51.96","10 00 000","10","10 00 000 001 000"," 530000"," 530804 0900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4700","4700","1608.33","3091.6","3091.6","0","1608.4","1608.4","3091.6","65.78","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","21018.64","21018.64","80.97","19457.5","10957.5","10957.5","1561.14","10061.14","0","52.13","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","34000","34000","0","8125.2","8125.2","8125.2","25874.8","25874.8","0","23.9","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","20425.8","20425.8","0","18608.1","18608.1","18608.1","1817.7","1817.7","0","91.1","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4000","4000","0","3899.39","3899.39","3899.39","100.61","100.61","0","97.48","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4365","4365","0","4364.94","4364.94","4364.94","0.06","0.06","0","100","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","10071.64","10071.64","1257.48","8814.16","8814.16","8814.16","1257.48","1257.48","0","87.51","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","46347.84","46347.84","3602.04","42745.8","42745.8","42745.8","3602.04","3602.04","0","92.23","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","10574.41","10574.41","5359.94","4860.8","4860.8","4860.8","5713.61","5713.61","0","45.97","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","7507.37","7507.37","7238.74","268","268","268","7239.37","7239.37","0","3.57","10 00 000","10","10 00 000 001 000"," 530000"," 530804 1900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","6000","6000","6000","0","0","0","6000","6000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530804 2000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4045.43","4045.43","0","0","0","0","4045.43","4045.43","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530804 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","8600","8600","0","2369.99","2369.99","2369.99","6230.01","6230.01","0","27.56","10 00 000","10","10 00 000 001 000"," 530000"," 530804 2200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4504.38","4504.38","0","2123.5","2123.5","2123.5","2380.88","2380.88","0","47.14","10 00 000","10","10 00 000 001 000"," 530000"," 530804 2300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","0","4500","4500","0","4476.92","4476.92","4476.92","23.08","23.08","0","99.49","10 00 000","10","10 00 000 001 000"," 530000"," 530804 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Servicio de Guarderia","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530210 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Servicio de Guarderia","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530210 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","620900.5","620900.5","28148.8","6500","6500","6500","614400.5","614400.5","0","1.05","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","2236.48","2236.48","1894","20","20","20","2216.48","2216.48","0","0.89","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","2340","2340","2295.8","44.2","44.2","44.2","2295.8","2295.8","0","1.89","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","7556","7556","7556","0","0","0","7556","7556","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","900","900","0","0","0","0","900","900","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","987.7","987.7","0","940","940","940","47.7","47.7","0","95.17","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","11140.79","11140.79","7209.36","3015.43","3015.43","3015.43","8125.36","8125.36","0","27.07","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","5000","5000","0","0","0","0","5000","5000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","11230.46","11230.46","3378.94","1550","1550","1250","9680.46","9680.46","300","13.8","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","14400","14400","261.29","4180.25","1270.25","1050.25","10219.75","13129.75","220","8.82","10 00 000","10","10 00 000 001 000"," 530000"," 530217 0900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","3473.39","3473.39","722","1529.7","1529.7","0","1943.69","1943.69","1529.7","44.04","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","3356.04","3356.04","1445.4","870.8","870.8","870.8","2485.24","2485.24","0","25.95","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","1477","1477","0","0","0","0","1477","1477","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","7500","7500","0","0","0","0","7500","7500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","806.58","806.58","0","0","0","0","806.58","806.58","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","10890","10890","9413","35.71","35.71","35.71","10854.29","10854.29","0","0.33","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","6000","6000","0","0","0","0","6000","6000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","1500","1500","0","0","0","0","1500","1500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 1900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","3350.01","3350.01","0","0","0","0","3350.01","3350.01","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 2000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","397.5","397.5","0","0","0","0","397.5","397.5","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","4000","4000","0","2213","2213","2213","1787","1787","0","55.33","10 00 000","10","10 00 000 001 000"," 530000"," 530217 2200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","500","500","0","0","0","0","500","500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 2300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Difusión e Información","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530217 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","138021.41","7965.43","145986.84","81876.69","59791.98","59469.26","59059.4","86194.86","86517.58","409.86","40.74","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","16504","16504","7719.5","8784.5","8784.5","8784.5","7719.5","7719.5","0","53.23","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","5760","5760","1385.56","4374.44","4374.44","4374.44","1385.56","1385.56","0","75.95","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","1750","1750","0","831.74","831.74","831.74","918.26","918.26","0","47.53","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","7778.52","7778.52","4206.64","3268.74","3268.74","3268.74","4509.78","4509.78","0","42.02","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","27003.59","27003.59","1048.22","13962.12","13962.12","13962.12","13041.47","13041.47","0","51.7","10 00 000","10","10 00 000 001 000"," 530000"," 530813 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","8570.55","8570.55","1140.72","5103.3","5103.3","5103.3","3467.25","3467.25","0","59.54","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","21530.63","21530.63","2359.78","5698.13","5698.13","5698.13","15832.5","15832.5","0","26.47","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","39000","39000","0","16993.76","16993.76","16993.76","22006.24","22006.24","0","43.57","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","18000","18000","12373","5627","3127","3127","12373","14873","0","17.37","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","8000","8000","2970.02","4310.52","4310.52","4310.52","3689.48","3689.48","0","53.88","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","6402.93","6402.93","0","1102.93","1102.93","1102.93","5300","5300","0","17.23","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","10708.31","10708.31","6113.8","3109.13","3109.13","2719.13","7599.18","7599.18","390","29.03","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","8400","8400","3831.1","1769.88","1769.88","1769.88","6630.12","6630.12","0","21.07","10 00 000","10","10 00 000 001 000"," 530000"," 530813 1900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","2000","2000","0","120","120","120","1880","1880","0","6","10 00 000","10","10 00 000 001 000"," 530000"," 530813 2000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","0","7727.89","7727.89","0","2246","2246","2246","5481.89","5481.89","0","29.06","10 00 000","10","10 00 000 001 000"," 530000"," 530813 2100 001"
